is_gdbr,text
true,"   Diese Webseite                verwendet Cookies    Wir verwenden Cookies, um            Inhalte und Anzeigen zu personalisieren, Funktionen für soziale Medien anbieten zu können und die Zugriffe            auf unsere Website zu analysieren. Außerdem geben wir Informationen zu Ihrer Verwendung unserer Website an            unsere Partner für soziale Medien, Werbung und Analysen weiter. Unsere Partner führen diese Informationen            möglicherweise mit weiteren Daten zusammen, die Sie ihnen bereitgestellt haben oder die sie im Rahmen Ihrer            Nutzung der Dienste gesammelt haben. Erfahren Sie                mehr     Diese Seite verwendet unterschiedliche Cookie-Typen. Einige Cookies werden von Drittparteien                        platziert, die auf unseren Seiten erscheinen.       Notwendig   Statistiken   Marketing   Präferenzen     Ich stimme zu Cookies  Einstellungen bearbeiten      "
true,"           Datenschutzeinstellungen   Wir nutzen Cookies auf unserer Website. Einige von ihnen sind essenziell, während andere uns helfen, diese Website und Ihre Erfahrung zu verbessern.  Wenn Sie unter 16 Jahre alt sind und Ihre Zustimmung zu freiwilligen Diensten geben möchten, müssen Sie Ihre Erziehungsberechtigten um Erlaubnis bitten.  Wir verwenden Cookies und andere Technologien auf unserer Website. Einige von ihnen sind essenziell, während andere uns helfen, diese Website und Ihre Erfahrung zu verbessern.  Personenbezogene Daten können verarbeitet werden (z. B. IP-Adressen), z. B. für personalisierte Anzeigen und Inhalte oder Anzeigen- und Inhaltsmessung.  Weitere Informationen über die Verwendung Ihrer Daten finden Sie in unserer Datenschutzerklärung .  Sie können Ihre Auswahl jederzeit unter Einstellungen widerrufen oder anpassen.    Datenschutzeinstellungen    Essenziell      Statistiken      Externe Medien        Alle akzeptieren    Speichern    Individuelle Datenschutzeinstellungen    Cookie-Details   Datenschutzerklärung   Impressum              Datenschutzeinstellungen    Wenn Sie unter 16 Jahre alt sind und Ihre Zustimmung zu freiwilligen Diensten geben möchten, müssen Sie Ihre Erziehungsberechtigten um Erlaubnis bitten.  Wir verwenden Cookies und andere Technologien auf unserer Website. Einige von ihnen sind essenziell, während andere uns helfen, diese Website und Ihre Erfahrung zu verbessern.  Personenbezogene Daten können verarbeitet werden (z. B. IP-Adressen), z. B. für personalisierte Anzeigen und Inhalte oder Anzeigen- und Inhaltsmessung.  Weitere Informationen über die Verwendung Ihrer Daten finden Sie in unserer Datenschutzerklärung .  Hier finden Sie eine Übersicht über alle verwendeten Cookies. Sie können Ihre Einwilligung zu ganzen Kategorien geben oder sich weitere Informationen anzeigen lassen und so nur bestimmte Cookies auswählen.      Alle akzeptieren  Speichern      Zurück         Datenschutzeinstellungen     Essenziell (1)       Essenzielle Cookies ermöglichen grundlegende Funktionen und sind                                                        für die einwandfreie Funktion der Website erforderlich.    Cookie-Informationen anzeigen  Cookie-Informationen ausblenden         Name   Borlabs Cookie     Anbieter  Eigentümer dieser Website , Impressum     Zweck  Speichert die Einstellungen der Besucher, die in der                                                                Cookie Box von Borlabs Cookie ausgewählt wurden.    Cookie Name  borlabs-cookie    Cookie Laufzeit  1 Jahr          Statistiken (1)     Statistiken          Statistik Cookies erfassen Informationen anonym. Diese                                                        Informationen helfen uns zu verstehen, wie unsere Besucher                                                        unsere Website nutzen.    Cookie-Informationen anzeigen  Cookie-Informationen ausblenden         Akzeptieren    Google Analytics          Name   Google Analytics     Anbieter  Google Ireland Limited, Gordon House, Barrow Street,                                                                Dublin 4, Ireland    Zweck  Cookie von Google für Website-Analysen. Erzeugt                                                                statistische Daten darüber, wie der Besucher die Website                                                                nutzt.    Datenschutzerklärung   https://policies.google.com/privacy?hl=de     Cookie Name  _ga,_gat,_gid    Cookie Laufzeit  2 Jahre          Externe Medien (3)     Externe Medien          Inhalte von Videoplattformen und Social-Media-Plattformen werden                                                        standardmäßig blockiert. Wenn Cookies von externen Medien                                                        akzeptiert werden, bedarf der Zugriff auf diese Inhalte keiner                                                        manuellen Einwilligung mehr.    Cookie-Informationen anzeigen  Cookie-Informationen ausblenden         Akzeptieren    Google Maps          Name   Google Maps     Anbieter  Google Ireland Limited, Gordon House, Barrow Street,                                                                Dublin 4, Ireland    Zweck  Wird zum Entsperren von Google Maps-Inhalten                                                                verwendet.    Datenschutzerklärung   https://policies.google.com/privacy     Host(s)  .google.com    Cookie Name  NID    Cookie Laufzeit  6 Monate        Akzeptieren    Vimeo          Name   Vimeo     Anbieter  Vimeo Inc., 555 West 18th Street, New York, New York                                                                10011, USA    Zweck  Wird verwendet, um Vimeo-Inhalte zu entsperren.    Datenschutzerklärung   https://vimeo.com/privacy     Host(s)  player.vimeo.com    Cookie Name  vuid    Cookie Laufzeit  2 Jahre        Akzeptieren    YouTube          Name   YouTube     Anbieter  Google Ireland Limited, Gordon House, Barrow Street,                                                                Dublin 4, Ireland    Zweck  Wird verwendet, um YouTube-Inhalte zu entsperren.    Datenschutzerklärung   https://policies.google.com/privacy     Host(s)  google.com    Cookie Name  NID    Cookie Laufzeit  6 Monate             Datenschutzerklärung   Impressum           "
true,"  Dr. Krieger & Kollegen verwenden Cookies für Funktionen, Analysen und zu        Werbezwecken. Wenn Sie der Verwendung von Cookies durch uns zustimmen, können Sie unsere Site weiter nutzen. Zustimmen "
true,"   Wir nutzen Cookies auf unserer Website. Einige von ihnen sind essenziell, während andere uns helfen, diese Webseite und Ihre Erfahrung zu verbessern.   Individuelle Cookie-Einstellungen   Ablehnen  Allen zustimmen      "
true,"         Wie wir Cookies & Co nutzen  Durch Klicken auf „Alle akzeptieren“ gestatten Sie den Einsatz folgender Dienste auf unserer Website:                    YouTube, Vimeo, ReCaptcha. Sie können die Einstellung jederzeit ändern (Fingerabdruck-Icon links                    unten). Weitere Details finden Sie unter Konfigurieren und in unserer Datenschutzerklärung .      Alle akzeptieren    Schließen    Konfigurieren                   Datenschutz-Einstellungen  Einstellungen, die Sie hier vornehmen, werden auf Ihrem Endgerät im „Local Storage“ gespeichert und sind                beim nächsten Besuch unseres Onlineshops wieder aktiv. Sie können diese Einstellungen jederzeit ändern                (Fingerabdruck-Icon links unten). Informationen zur Cookie-Funktionsdauer sowie Details zu                technisch notwendigen Cookies erhalten Sie in unserer Datenschutzerklärung .     Alle ab-/auswählen       YouTube  Weitere Informationen    Um Inhalte von YouTube auf dieser Seite zu entsperren, ist Ihre Zustimmung zur Datenweitergabe                        und                        Speicherung von Drittanbieter-Cookies des Anbieters YouTube (Google) erforderlich.                        Dies erlaubt uns,                        unser Angebot sowie das Nutzererlebnis für Sie zu verbessern und interessanter auszugestalten.                        Ohne                        Ihre Zustimmung findet keine Datenweitergabe an YouTube statt, jedoch können die Funktionen von                        YouTube                        dann auch nicht auf dieser Seite verwendet werden.    Beschreibung:  Einbetten von Videos  Verarbeitende Firma:  Google Inc.  Nutzungsbedingungen:  Link       Vimeo  Weitere Informationen    Um Inhalte von Vimeo auf dieser Seite zu entsperren, ist Ihre Zustimmung zur Datenweitergabe und                        Speicherung von Drittanbieter-Cookies des Anbieters Vimeo erforderlich.                        Dies erlaubt uns,                        unser Angebot sowie das Nutzererlebnis für Sie zu verbessern und interessanter auszugestalten.                        Ohne                        Ihre Zustimmung findet keine Datenweitergabe an Vimeo statt, jedoch können die Funktionen von                        Vimeo                        dann auch nicht auf dieser Seite verwendet werden.    Beschreibung:  Einbetten von Videos  Verarbeitende Firma:  Vimeo  Nutzungsbedingungen:  Link       ReCaptcha  Weitere Informationen    Um Formulare auf dieser Seite absenden zu können, ist Ihre Zustimmung zur Datenweitergabe und                        Speicherung von Drittanbieter-Cookies des Anbieters Google erforderlich.                        Durch Ihre Zustimmung wird reCAPTCHA, ein Dienst von Google zur Vermeidung von Formular-SPAM,                        eingebettet.                        Dieser Dienst erlaubt uns die sichere Bereitstellung von Online-Formularen für unsere Kunden und                        schließt gleichzeitig SPAM-Bots aus, welche ansonsten unsere Services beeinträchtigen könnten.                        Sie werden nach Ihrer Zustimmung unter Umständen dazu aufgefordert, eine Sicherheitsabfrage zu                        beantworten, um das Formular absenden zu können.                        Stimmen Sie nicht zu, ist eine Nutzung dieses Formulars leider nicht möglich. Nehmen Sie bitte                        über einen alternativen Weg zu uns Kontakt auf.    Beschreibung:  Stoppt SPAM-Bots  Verarbeitende Firma:  Google Inc.  Nutzungsbedingungen:  Link        Alle ab-/auswählen    Übernehmen                      Datenschutz-Einstellungen  Sie möchten diesen Inhalt sehen? Aktivieren Sie den gewünschten Inhalt einmalig oder legen Sie eine                dauerhafte Freigabe fest. Bei Zustimmung werden Daten beim genannten Drittanbieter abgerufen. Dabei                werden unter Umständen Drittanbieter-Cookies auf Ihrem Endgerät gespeichert. Sie können diese                Einstellungen jederzeit ändern (Fingerabdruck-Icon links unten). Weitere Details finden Sie in unserer Datenschutzerklärung .   Weitere Informationen   {{headline}}  {{description}}      Einmalig zustimmen    Dauerhaft zustimmen     "
false,"        IMPRINT      Your browser does not support the video tag.       Shift happens... .... das gilt auch für uns: Wir reissen alte Gedankengebäude ein, um hier Platz zu schaffen. Für unsere neuen Ideen im Digital Business Development. Bleiben Sie neugierg – bis bald!  CXC. business development GmbH Veilchenweg 2 91094 Langensendelbach HRB 5094 Amtsgericht Bamberg Geschäftsführer: Roland Gross     "
false,"Leistungen & Produkte Unternehmen de | en Flugfunkanlagen Sirenen- und Entfluchtungsanlagen Gesamtportfolio Plug-and-Play Individuelle Soft- & Hardwarelösungen Über uns Karriere Kontakt Leistungen & Produkte Flugfunkanlagen Sirenen- und Entfluchtungsanlagen Gesamtportfolio Unternehmen Plug-and-Play Individuelle Soft- & Hardwarelösungen Über uns Karriere Kontakt Sprachwahl: de | en Ihr Spezialist für Flugfunktechnik und Sirenenanlagen. Über 40 Jahre Erfahrung. Qualität Made in Germany – weltweit im Einsatz! Mehr erfahren Ihr Spezialist für Flugfunktechnik und Sirenenanlagen. Über 40 Jahre Erfahrung. Qualität Made in Germany – weltweit im Einsatz! Mehr erfahren Entdecken Sie unsere Leistungen und Produkte. Flugfunklösungen. Wir wissen, was wir tun: Als Spezialist für Flugfunk und Funksysteme kümmern wir uns um die Entwicklung und Installation verlässlicher Flugfunkanlagen – adaptiert auf Ihre speziellen Anforderungen. Mehr erfahren Sirenen- und Entfluchtungsanlagen. Ob für Ihre Veranstaltung, Stadt oder Gemeinde – mit unseren Sirenen- und Entfluchtungsanlagen sorgen Sie dort für Sicherheit, wo Menschen zusammenkommen. Mehr erfahren 360° Funkportfolio. Funklösungen für Projekte an Land oder zu Wasser gesucht? Als Tochterunternehmen des Mutterkonzerns B&E antec bieten wir Funksysteme für verschiedenste Branchen und Anwendungsfelder an. Mehr erfahren Portfolio Alle Leistungen und Produkte Mit über 40 Jahren Erfahrung erfüllen wir die speziellen Anforderungen im Luftverkehr und stehen für die sichere Kommunikationsabwicklung im Luftverkehr dank hochwertiger Funksysteme und -lösungen. Entdecken Sie jetzt unser umfassendes Angebot und lassen Sie sich von der einfachen Anwendung unser Plug-and-Play-Systeme begeistern. Wir liefern Funk – unkompliziert und zuverlässig. Mehr erfahren Kontaktieren Sie uns! Wir freuen uns über Ihre Nachricht oder Ihren Anruf. Zum Kontakt Plug-and-Play Technik trifft Benutzerfreundlichkeit Einfach loslegen: Sie haben die Wahl! Unsere vorkonfektionierten Systeme werden bei uns im Haus nach erfolgreicher Inbetriebnahme als modulare Lösung zur Eigenmontage entsendet. Gerne kümmert sich unser weltweit agierendes Serviceteam aber auch um die Endmontage bei Ihnen vor Ort. Mehr zu Plug-and-Play Unternehmen Über Stangl Funktechnik Gegründet im Jahr 1981, etablierten wir uns als zuverlässigen Experten für Flugfunk und Funktechnik in Deutschland. Heute versorgen wir Flughäfen auf der ganzen Welt mit hochwertiger Funktechnologie, Fachwissen und jahrzehntelanger Branchenerfahrung. Dabei agieren wir als zugelassener Instandhaltungsbetrieb nach EASA Part145. Unsere hausinterne F&E-Abteilung (Forschung und Entwicklung) ermöglicht es, Ihre individuellen Wünsche umzusetzen – sowohl im Hardware- als auch im Software-Bereich. Selbst komplexe Anforderungen können wir exakt an Ihre Bedürfnisse ausrichten. Anwenderfreundlich dank Plug-and-Play: Unsere Funklösung kommt ready-to-use bei Ihnen an! Auf Ihre nationalen Standards angepasst, fertig konfiguriert und programmiert. Sollten Sie dennoch einen Servicebedarf vor Ort haben, ist unser Spezialistenteam gerne auch für Sie persönlich da. Neben der Flugkommunikation widmet sich die Stangl Funktechnik dem Bereich der Entfluchtungs- und Sirenenanlagen. Dort, wo viele Menschen aufeinandertreffen, sorgen wir seit über 40 Jahren für Sicherheit und stabile Kommunikation, auch in Krisensituationen. 2014 schlossen wir uns dem Funkunternehmen B&E antec als Tochterfirma und Partner an. Wir haben unser Portfolio somit flexibler ausgebaut und können unseren Kunden erstklassige Funktechnik weit über die Luftfahrtkommunikation hinaus anbieten. Mehr erfahren Leistungen & Produkte Flugfunkanlagen Sirenen- und Entfluchtungsanlagen Gesamtportfolio Unternehmen Plug-and-Play Individuelle Soft- & Hardwarelösungen Über uns Karriere Kontakt © Stangl Funktechnik GmbH 2023 | Alle Rechte vorbehalten Datenschutz | Impressum | AGB Kontakt So kontaktieren Sie uns Kommunikation wird bei uns großgeschrieben: Ob telefonisch, elektronisch oder per Post – wir freuen uns über Ihre Nachricht und melden uns so schnell wie möglich zurück. STANGL Funktechnik GmbH Saganer Str. 1-5 90475 Nürnberg Rufen Sie einfach an unter +49 911 32064-0 oder nutzen Sie unser Kontaktformular . × ×"
false,"      W EB-DESIGN   W   EB-PROGRAMMIERUNG    W   EB-RECHERCHEN     PRINT-DESIG   N    ANWENDUNGSPROGRAMMIERUN   G    ADMINISTRATIO   N        Barbara Coldehoff, Bamberg                      Barbara Coldehoff, Bamberg EDV-Dienstleistungen  Mein Leistungsangebot besteht aus  Internet und Intranet-Design und -Programmierung  Anwendungsprogrammierung  Print-Design  Administration         Mit Hilfe der Navigationsleiste auf der linken Seite können Sie sich über die Firma und die Angebote informieren       Hier erfahren Sie näheres über die Firma und Mitarbeiter.     Leistungsbeschreibungen und Preislisten     Eingang zu den laufenden Projekten für die Kunden (Projektdaten werden benötigt)      Hier werden einige abgeschlossene Projekte kurz vorgestellt.      Kontaktadresse und Ansprechpartner      Die Allgemeinen Geschäftsbedingungen          Anmerkungen zu Links         Letzte Änderung: 05.05.2010      "
false,"      STARTEN SIE MIT UNS DURCH IHRE DIGITALAGENTUR IN LICHTENFELS Unsere Seite befindet sich im Aufbau.       WIR SIND TERMINAL2  Wir bieten Ihnen als Digital-Agentur alle Dienstleistungen rund um Ihre digitale Kommunikation & IT:   Web & E-Commerce Ihre Interntpräsenz mit CMS bis hin zu Portal- und E-Commerce-Lösungen - individuell programmiert und gestaltet.  Online-Marketing Gezielte Werbung über Social Media, Suchmaschinen und auf Sie abgestimmte Kanäle.  App- und Softwareentwicklung Maßgeschneiderte Lösungen zur Digitalisierung Ihres Unternehmens, wie Indivudalsoftware / Apps / Digital Signage mit infoTV  Netzwerk- und IT-Betreuung Hard- und Software für Ihr Business.     WIR UNTERSTÜTZEN SIE BEI DER DIGITALISIERUNG IHRES UNTERNEHMENS  Umfangreiches Know-how im Online-Marketing trifft auf Erfahrung in Webentwicklung und IT - eine einzigartige Kombination in Lichtenfels.  Gemeinsam mit unserem Team und Partnerfirmen bieten wir Ihnen gesamtheitliches Marketing und innovative Lösungen.  Nehmen Sie mit uns Kontakt auf oder kommen Sie einfach in unsere Büroräume in der Alten Coburger Str. 35, Lichtenfels vorbei.          AGB | Datenschutz | Impressum  "
false," Menü schließen Mac MacBook Air 13“ MacBook Pro 14“ MacBook Pro 16“ MacBook Pro iMac Mac mini Studio Display iPhone iPhone 14 Pro iPhone 14 Pro Max iPhone 14 iPhone 13 mini iPhone 13 iPhone 12 iPhone SE iPad iPad Pro iPad Air iPad iPad mini Watch Apple Watch Series 7 Apple Watch SE Apple Watch Series 3 TV Apple TV 4K Music AirPods Max Homepod Airpods Airpods Pro Storefinder Reparatur Support Bildung Business Über uns Restposten Stellenangebote   Zum Inhalt wechseln                                menü                     Stores  Mac         NEU      MacBook Air          NEU      13“ MacBook Pro          14“ MacBook Pro          16“ MacBook Pro              iMac          Mac mini          Mac Studio          Studio Display          iPhone         NEU      iPhone 14 Pro          NEU      iPhone 14 Pro Max          NEU      iPhone 14          NEU      iPhone 14 Plus              iPhone 13          iPhone 13 mini          iPhone 12          iPhone SE                  iPad         NEU      iPad Pro          iPad Air          NEU      iPad          iPad mini          Watch         NEU      Apple Watch Ultra          NEU      Apple Watch Series 8          NEU      Apple Watch SE              TV         NEU      Apple TV 4K                      Music         AirPods Max          Homepod          Airpods          NEU      Airpods Pro          Support               Mac   MacBook Air  13“ MacBook Pro  14“ MacBook Pro  16“ MacBook Pro  iMac  Mac mini  Studio Display    iPhone   iPhone 14 Pro  iPhone 14 Pro Max  iPhone 14  iPhone 13 mini  iPhone 13  iPhone 12  iPhone SE    iPad   iPad Pro  iPad Air  iPad  iPad mini    Watch   Apple Watch Series 7  Apple Watch SE  Apple Watch Series 3    TV   Apple TV 4K    Music   AirPods Max  Homepod  Airpods  Airpods Pro    Storefinder  Reparatur  Support  Bildung  Business  Über uns  Restposten  Stellenangebote             Home                 *Bedingungen beachten. Mehr erfahren  Für die Besten nur das Beste. Jetzt Mac Deiner Wahl entdecken und dabei 75€ sparen*     *Bedingungen beachten. Mehr erfahren  Später zahlen. Sofort freuen. iPad Pro Deiner Wahl zinsfrei auf 10 oder 20 Monate finanzieren und 75€ sparen*                    Mehr erfahren  Du bringst es vorbei. Wir bringen es in Ordnung. Autorisierter, schneller und unkomplizierter Service für Deine Apple-Produkte                                                                                                                                                                      Die Apple Händler in der Nähe.          Stores In 26 Stores sind wir deutschlandweit für Dich und Deine Anliegen rund ums Thema Apple da. Gerne beraten wir Dich oder helfen Dir bei Problemen weiter.         Zu den Stores             Education Als Apple Education Solution Expert unterstützen wir Schulen auf dem Weg zu digitaler Bildung. Zudem bieten wir besondere Angebote für Schüler, Studenten und Lehrer an.         Mehr erfahren             Apple Experten Unsere Mitarbeiter sind speziell von Apple geschult und beraten Dich mit ihrem Fachwissen bei sämtlichen Angelegenheiten. So finden wir gemeinsam mit Dir immer die beste Lösung.         Mehr erfahren             Reparatur Unsere speziell ausgebildeten Techniker reparieren Deine Geräte Apple zertifiziert nach genauen Vorgaben. So bleibt selbstverständlich die Garantie Deines Gerätes bestehen.         Mehr erfahren                                                                                                                                                 COMPUSTORE              Über uns      Stores                Stellenangebote      Kontakt                                   RECHTLICHES             Impressum      Datenschutz      Cookie Einstellungen ändern                                                                                                          *Die Preise verstehen sich inklusive MwSt. (19 %) und anwendbarer Urheberrechtsabgaben, aber ohne Versandkosten (sofern nichts anderes angegeben ist). Irrtümer, Schreibfehler und Preisänderungen vorbehalten.      © 2022 Compustore KG. Alle Rechte vorbehalten. Hinweise zum Datenschutz und zu Ihren weitergehenden Rechten entnehmen Sie bitte der Datenschutzerklärung .                               Datenschutzeinstellungen   Wir benötigen Ihre Zustimmung, bevor Sie unsere Website weiter besuchen können.  Unsere Webseite verwendet Cookies und ähnliche Technologien. Zum einen sind diese für die grundlegende Funktionalität unserer Webseite erforderlich, zum anderen helfen sie uns, unser Onlineangebot zu verbessern und wirtschaftlich zu betreiben. Indem Sie auf „Alle Cookies akzeptieren“ klicken, willigen Sie in die Verwendung der nicht notwendigen Cookies ein.  Weitere Informationen erhalten Sie in unserer Datenschutzerklärung .  Über den Button Einstellungen können Sie eine individuelle Auswahl treffen. Sie können Ihre Auswahl jederzeit über den Cookie-Banner per Link im Footer widerrufen oder anpassen.   Datenschutzeinstellungen    Essenziell      Externe Medien        Alle akzeptieren    Speichern    Alle ablehnen    Einstellungen    Cookie-Details   Datenschutzerklärung   Impressum              Datenschutzeinstellungen    Unsere Webseite verwendet Cookies und ähnliche Technologien. Zum einen sind diese für die grundlegende Funktionalität unserer Webseite erforderlich, zum anderen helfen sie uns, unser Onlineangebot zu verbessern und wirtschaftlich zu betreiben. Indem Sie auf „Alle Cookies akzeptieren“ klicken, willigen Sie in die Verwendung der nicht notwendigen Cookies ein.  Weitere Informationen erhalten Sie in unserer Datenschutzerklärung .  Hier finden Sie eine Übersicht über alle verwendeten Cookies. Sie können Ihre Einwilligung zu ganzen Kategorien geben oder sich weitere Informationen anzeigen lassen und so nur bestimmte Cookies auswählen.      Alle akzeptieren  Speichern  Nur essenzielle Cookies akzeptieren      Zurück         Datenschutzeinstellungen     Essenziell (1)       Essenzielle Cookies ermöglichen grundlegende Funktionen und sind für die einwandfreie Funktion der Website erforderlich.    Cookie-Informationen anzeigen  Cookie-Informationen ausblenden        Name   Borlabs Cookie     Anbieter  Eigentümer dieser Website , Impressum    Zweck  Speichert die Einstellungen der Besucher, die in der Cookie Box von Borlabs Cookie ausgewählt wurden.    Cookie Name  borlabs-cookie    Cookie Laufzeit  1 Jahr         Externe Medien (1)     Externe Medien          Inhalte von Videoplattformen und Social-Media-Plattformen werden standardmäßig blockiert. Wenn Cookies von externen Medien akzeptiert werden, bedarf der Zugriff auf diese Inhalte keiner manuellen Einwilligung mehr.    Cookie-Informationen anzeigen  Cookie-Informationen ausblenden        Akzeptieren    storemap          Name   storemap     Anbieter  storemap           powered by Borlabs Cookie    Datenschutzerklärung   Impressum                                                "
